CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref,HESS_name
2CXO J185807.9+020411,284.5332504,2.0699467,1.24,3.65,1.1e-15,6e-16,1.7e-15,6e-16,2e-15,1e-15,4e-15,1e-15,0.74,,16.097,0.003,17.148,0.008,15.074,0.005,13.4,,12.87,0.07,12.35,0.08,11.32,0.03,11.4,0.04,11.33,,1.13,0.05,4.591,868.0,833.0,903.0,0.005,0.04,0.17,0.04,0.11,0.03,0.003,0.61,0.009,0.03,0.05,0.03,0.05,0.02,0.006,0.08,YSO,0.61,0.08,3.379,,,,,J1858+020
2CXO J185810.7+020730,284.5446213,2.1250312,1.0,5.84,3e-16,2e-16,6e-16,5e-16,4.2e-14,7e-15,4.3e-14,7e-15,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,0.02,0.002,0.0,0.2,0.7,0.02,0.09,0.02,0.03,0.006,0.002,0.2,0.2,0.03,NS,0.7,0.2,1.242,,,,,J1858+020
2CXO J185808.9+020651,284.5373317,2.1142776,1.28,4.54,8e-18,6e-18,4e-16,3e-16,2e-14,5e-15,2e-14,5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.001,0.1,0.001,0.0,0.2,0.5,0.03,0.3,0.004,0.1,0.004,0.0003,0.2,0.3,0.04,NS,0.5,0.3,0.585,,,,,J1858+020
2CXO J185806.4+020747,284.5269821,2.1299701,1.24,4.26,8e-18,6e-18,3e-16,2e-16,2.2e-14,5e-15,2.3e-14,5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.001,0.05,0.001,0.0,0.2,0.4,0.03,0.3,0.005,0.09,0.004,0.002,0.2,0.3,0.04,NS,0.4,0.3,0.21,,,,,J1858+020
2CXO J185805.6+021101,284.5235215,2.1838161,4.73,3.88,8e-18,6e-18,3e-16,2e-16,1.7e-14,5e-15,1.7e-14,5e-15,,,,,,,,,16.9,,14.22,0.03,13.18,0.03,12.49,0.03,12.62,0.08,,,,,,,,,0.1,0.01,0.07,0.17,0.01,0.01,0.02,0.6,0.1,0.01,0.05,0.1,0.01,0.01,0.02,0.2,YSO,0.6,0.2,1.584,,,,,J1858+020
2CXO J185753.5+020154,284.472948,2.0318622,1.78,3.06,3e-16,2e-16,2e-16,3e-16,1.1e-14,4e-15,1.1e-14,4e-15,0.593,,,,,,,,16.3,0.1,15.05,0.08,14.77,,,,,,,,,,,,,,0.01,0.08,0.4,0.04,0.03,0.1,0.23,0.12,0.02,0.04,0.1,0.03,0.03,0.09,0.09,0.04,HM-STAR,0.4,0.1,0.811,,,,,J1858+020
2CXO J185750.6+015944,284.4611976,1.9956457,1.59,5.14,8e-18,6e-18,1.3e-15,7e-16,2.5e-14,5e-15,2.7e-14,5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.002,0.1,0.0,0.0,0.2,0.6,0.03,0.2,0.008,0.1,0.002,0.0008,0.2,0.3,0.03,NS,0.6,0.3,1.187,,,,,J1858+020
2CXO J185800.4+020923,284.5019984,2.1565103,1.5,5.14,8e-18,6e-18,1.3e-15,7e-16,3.5e-14,7e-15,3.7e-14,7e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.003,0.07,0.001,0.0,0.2,0.6,0.03,0.2,0.01,0.09,0.004,0.0006,0.2,0.3,0.03,NS,0.6,0.3,0.78,,,,,J1858+020
2CXO J185746.8+020124,284.4451355,2.0234092,1.69,3.88,1e-15,6e-16,5e-16,4e-16,9e-15,3e-15,1e-14,3e-15,0.894,,15.966,0.003,16.888,0.008,15.012,0.006,13.62,0.03,13.09,0.03,12.93,0.04,,,,,,,0.68,0.05,3.612,1420.0,1316.0,1512.0,0.0001,0.08,0.18,0.2,0.16,0.1,0.01,0.21,0.0009,0.05,0.09,0.1,0.09,0.1,0.01,0.08,HMXB,0.2,0.1,0.164,,,,,J1858+020
2CXO J184819.3-021937,282.0804864,-2.3270215,4.13,3.06,3e-15,2e-15,6e-15,3e-15,1.6e-14,8e-15,2.5e-14,9e-15,0.915,,18.551,0.006,21.1,0.2,17.08,0.02,14.04,0.03,12.49,0.04,11.52,0.03,10.04,0.04,9.2,0.03,5.33,0.04,1.7,0.2,6.288,612.0,548.0,709.0,0.0,0.001,0.003,0.002,0.005,0.001,0.0001,0.99,0.001,0.004,0.009,0.007,0.009,0.005,0.0008,0.02,YSO,0.99,0.02,36.621,,,,,J1848-018
2CXO J184905.1-012807,282.2712531,-1.4687216,1.66,5.09,1.2e-15,4e-16,1.4e-15,4e-16,2e-15,2e-15,4e-15,2e-15,0.944,,15.054,0.004,16.5,0.01,13.887,0.008,11.9,0.03,11.0,0.03,10.73,0.03,10.38,0.04,10.52,0.05,8.2,0.2,0.53,0.03,1.88,1717.0,1647.0,1794.0,0.0,0.03,0.16,0.01,0.06,0.002,0.0,0.7,0.0,0.03,0.09,0.02,0.04,0.006,0.003,0.1,YSO,0.7,0.1,2.933,,,,,J1848-018
2CXO J184851.3-015710,282.213993,-1.952824,1.82,3.0,8e-18,6e-18,8e-18,6e-18,4e-14,1e-14,4e-14,1e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.0,0.01,0.04,0.001,0.4,0.3,0.07,0.1,0.003,0.02,0.03,0.004,0.2,0.2,0.05,LMXB,0.4,0.2,0.501,,,,,J1848-018
2CXO J184836.6-020755,282.1526932,-2.1321456,2.68,3.64,3e-15,2e-15,6e-15,2e-15,1.6e-14,7e-15,2.5e-14,8e-15,0.079,,16.591,0.004,18.62,0.03,15.241,0.009,12.42,0.03,11.17,0.02,10.36,0.02,9.66,0.03,9.19,0.03,7.9,0.4,1.63,0.09,6.035,605.0,568.0,637.0,0.0,0.001,0.02,0.0,0.004,0.0,0.0,0.98,0.0003,0.004,0.02,0.02,0.01,0.002,0.0006,0.04,YSO,0.98,0.04,16.519,,,,,J1848-018
2CXO J184817.5-021931,282.0733099,-2.3255476,3.63,3.11,9e-16,9e-16,4e-15,2e-15,1.3e-14,6e-15,1.8e-14,6e-15,0.521,,18.779,0.008,,,,,13.22,0.03,11.95,0.03,11.45,0.03,10.54,0.01,10.879,0.008,,,,,,,,,0.0,0.01,0.07,0.02,0.05,0.02,0.004,0.83,0.002,0.01,0.05,0.02,0.04,0.02,0.008,0.07,YSO,0.83,0.07,6.313,,,,,J1848-018
2CXO J184845.7-015925,282.1905325,-1.9903775,0.85,3.76,2e-15,2e-15,3e-15,2e-15,3e-14,1e-14,4e-14,1e-14,0.511,,,,,,,,16.4,0.2,15.0,0.1,14.32,0.09,,,,,,,,,,,,,0.001,0.2,0.04,0.07,0.1,0.03,0.03,0.5,0.002,0.1,0.03,0.04,0.05,0.03,0.03,0.1,YSO,0.5,0.1,1.655,,,,,J1848-018
2CXO J184900.8-013201,282.253367,-1.5337284,1.54,3.14,1.2e-16,9e-17,6e-16,3e-16,2e-15,1e-15,3e-15,1e-15,0.49,,18.547,0.004,20.11,0.08,17.33,0.01,15.06,0.05,13.84,,12.98,,,,,,,,0.3,0.2,3.083,5346.0,2641.0,8592.0,0.001,0.3,0.15,0.02,0.02,0.16,0.08,0.31,0.003,0.1,0.1,0.02,0.02,0.08,0.06,0.09,YSO,0.31,0.09,0.243,,,,,J1848-018
2CXO J184902.1-012531,282.2589953,-1.4253676,3.89,3.03,1.3e-15,4e-16,1.3e-16,1e-16,1e-15,1e-15,3e-15,1e-15,,,19.183,0.008,20.5,0.1,17.58,0.03,15.4,0.05,14.81,0.09,14.06,,,,,,,,2.7,0.3,22.619,395.0,349.0,479.0,0.0,0.23,0.13,0.07,0.07,0.08,0.05,0.37,0.001,0.09,0.05,0.04,0.04,0.04,0.04,0.09,YSO,0.37,0.09,0.817,,,,,J1848-018
2CXO J184812.7-022118,282.0529713,-2.3550936,1.16,4.22,3e-15,1e-15,1.1e-14,3e-15,2e-14,8e-15,3.4e-14,9e-15,0.979,0.477,16.375,0.003,18.29,0.03,15.069,0.008,12.53,0.02,11.3,0.02,10.54,0.02,9.8,0.03,9.44,0.04,7.0,0.1,1.48,0.06,6.268,663.0,640.0,692.0,0.0,0.001,0.01,0.0,0.003,0.0,0.0001,0.98,0.0,0.004,0.01,0.01,0.006,0.002,0.0009,0.02,YSO,0.98,0.02,28.302,,,,,J1848-018
2CXO J184857.3-013445,282.2388161,-1.5794014,1.62,3.7,2.4e-15,9e-16,8e-16,4e-16,1.1e-15,9e-16,4e-15,1e-15,0.378,,17.68,0.003,19.12,0.02,16.528,0.007,14.85,0.05,14.22,0.08,14.04,0.09,,,,,,,2.3,0.1,13.07,431.0,413.0,455.0,0.0,0.1,0.2,0.04,0.3,0.06,0.0,0.3,0.0003,0.08,0.1,0.05,0.1,0.07,0.01,0.1,YSO,0.3,0.1,0.208,,,,,J1848-018
2CXO J184855.2-012739,282.2303957,-1.4610228,0.73,13.3,4.8e-15,7e-16,1e-14,1e-15,2.4e-14,3e-15,4e-14,4e-15,0.42,,13.918,0.003,15.438,0.005,12.731,0.005,10.56,0.02,9.63,0.02,9.34,0.02,9.22,0.03,9.38,0.03,9.13,,0.56,0.03,4.371,1623.0,1556.0,1702.0,0.0,0.01,0.22,0.01,0.05,0.006,0.001,0.7,0.0,0.02,0.09,0.01,0.04,0.009,0.004,0.1,YSO,0.7,0.1,2.481,,,,,J1848-018
2CXO J184853.8-012645,282.2243853,-1.4459048,1.14,4.72,4e-16,2e-16,1.3e-15,4e-16,5e-15,2e-15,7e-15,2e-15,1.0,,18.295,0.004,19.48,0.04,17.23,0.01,15.47,0.07,14.8,0.1,13.92,,,,,,,,0.3,0.2,1.581,3358.0,2321.0,5001.0,0.0001,0.2,0.08,0.03,0.04,0.21,0.01,0.4,0.0008,0.1,0.05,0.02,0.03,0.09,0.02,0.1,YSO,0.4,0.1,0.521,,,,,J1848-018
2CXO J184853.2-012644,282.2218787,-1.4457791,1.65,4.06,2e-16,1e-16,1.7e-15,5e-16,5e-15,2e-15,7e-15,2e-15,0.349,,19.03,0.01,21.6,0.2,17.47,0.02,13.97,0.05,12.59,0.05,11.94,0.05,10.971,0.001,10.658,0.002,,,-0.4,0.3,8.499,5306.0,3247.0,8986.0,0.0,0.002,0.04,0.01,0.02,0.002,0.0,0.93,0.002,0.005,0.05,0.03,0.04,0.005,0.002,0.08,YSO,0.93,0.08,6.858,,,,,J1848-018
2CXO J184852.0-012939,282.2167256,-1.494318,0.8,3.41,2e-16,2e-16,1e-16,1e-16,5e-15,2e-15,6e-15,2e-15,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.0,0.002,0.3,0.6,0.04,0.04,0.05,0.04,0.002,0.009,0.2,0.3,0.04,NS,0.6,0.3,0.589,,,,,J1848-018
2CXO J184850.2-012928,282.2094073,-1.4912737,0.72,7.24,8e-18,6e-18,1e-15,4e-16,3.8e-14,5e-15,3.9e-14,5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.001,0.1,0.001,0.0,0.3,0.5,0.03,0.08,0.007,0.1,0.004,0.0,0.3,0.3,0.04,NS,0.5,0.3,0.47,,,,,J1848-018
2CXO J184850.1-012953,282.2089783,-1.4981358,0.74,4.61,8e-18,6e-18,5e-16,3e-16,8e-15,2e-15,8e-15,2e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.001,0.1,0.0,0.0,0.1,0.7,0.06,0.05,0.003,0.2,0.002,0.004,0.1,0.3,0.07,NS,0.7,0.3,1.311,,,,,J1848-018
2CXO J184849.7-012930,282.2074939,-1.4916754,0.73,5.03,8e-18,6e-18,2e-16,1e-16,1.9e-14,4e-15,1.9e-14,4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.001,0.07,0.0,0.0,0.3,0.6,0.05,0.09,0.006,0.1,0.01,0.001,0.2,0.3,0.05,NS,0.6,0.3,0.571,,,,,J1848-018
2CXO J184849.9-012948,282.2081086,-1.4968919,0.74,5.14,8e-18,6e-18,3e-16,2e-16,1.8e-14,4e-15,1.8e-14,4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0,0.1,0.001,0.0,0.2,0.6,0.05,0.09,0.01,0.1,0.007,0.0006,0.2,0.3,0.05,NS,0.6,0.3,0.794,,,,,J1848-018
2CXO J184849.6-012956,282.2070024,-1.4990498,0.73,4.78,1.2e-16,9e-17,4e-16,3e-16,1.3e-14,3e-15,1.4e-14,3e-15,0.666,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.04,0.0,0.0,0.2,0.8,0.02,0.02,0.04,0.06,0.004,0.002,0.2,0.2,0.03,NS,0.8,0.2,1.708,,,,,J1848-018
2CXO J184849.4-012940,282.2062492,-1.4944842,0.75,4.06,8e-18,6e-18,8e-18,6e-18,1.1e-14,3e-15,1.1e-14,3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.0,0.01,0.03,0.001,0.5,0.3,0.08,0.1,0.003,0.04,0.03,0.004,0.2,0.2,0.06,LMXB,0.5,0.2,0.518,,,,,J1848-018
2CXO J184850.3-012509,282.2097203,-1.419436,0.92,11.51,1.8e-15,5e-16,7e-15,1e-15,3.8e-14,5e-15,4.7e-14,5e-15,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,0.02,0.02,0.0,0.0,0.1,0.8,0.001,0.001,0.04,0.03,0.0,0.002,0.1,0.1,0.003,NS,0.8,0.1,2.523,,,,,J1848-018
2CXO J184849.2-013000,282.2051021,-1.5000455,0.73,5.68,1e-16,1e-16,3e-16,2e-16,2.6e-14,5e-15,2.7e-14,5e-15,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.02,0.001,0.0,0.2,0.7,0.02,0.04,0.02,0.04,0.005,0.002,0.2,0.2,0.02,NS,0.7,0.2,1.102,,,,,J1848-018
2CXO J184848.8-012959,282.2035973,-1.4999149,0.73,6.47,1e-16,1e-16,2.9e-15,7e-16,6e-15,1e-15,9e-15,2e-15,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.03,0.1,0.0,0.0,0.2,0.7,0.01,0.04,0.07,0.1,0.0,0.01,0.2,0.2,0.02,NS,0.7,0.2,1.423,,,,,J1848-018
2CXO J184849.0-012543,282.2042485,-1.4287267,1.87,3.35,1e-15,3e-16,4e-16,3e-16,5e-16,4e-16,1.9e-15,6e-16,0.975,,16.254,0.003,17.294,0.008,15.232,0.006,13.54,0.05,12.94,0.06,12.64,0.09,12.541,0.005,,,,,1.31,0.06,4.302,747.0,718.0,780.0,0.0,0.02,0.3,0.02,0.2,0.01,0.001,0.4,0.0003,0.03,0.2,0.03,0.1,0.01,0.003,0.2,YSO,0.4,0.2,0.174,,,,,J1848-018
2CXO J184845.8-013545,282.1911317,-1.5960484,1.53,3.35,8e-16,4e-16,7e-16,3e-16,2e-15,1e-15,3e-15,1e-15,0.813,,18.962,0.005,20.46,0.07,17.58,0.01,15.33,0.06,14.5,0.09,14.0,0.1,,,,,,,0.2,0.3,3.971,4743.0,2875.0,7724.0,0.0,0.02,0.08,0.04,0.13,0.05,0.0,0.7,0.0,0.03,0.06,0.06,0.1,0.06,0.01,0.2,YSO,0.7,0.2,2.066,,,,,J1848-018
2CXO J184845.9-013351,282.191314,-1.5643537,0.82,5.85,3e-16,2e-16,1.4e-15,5e-16,1.7e-14,4e-15,1.9e-14,4e-15,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.02,0.0,0.0,0.1,0.8,0.01,0.02,0.05,0.06,0.001,0.002,0.2,0.2,0.01,NS,0.8,0.2,2.131,,,,,J1848-018
2CXO J184845.6-012524,282.1902893,-1.4235832,1.37,4.59,8e-18,6e-18,6e-16,3e-16,1.2e-14,3e-15,1.3e-14,3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.001,0.1,0.0,0.0,0.1,0.7,0.04,0.05,0.005,0.2,0.004,0.001,0.2,0.3,0.06,NS,0.7,0.3,1.377,,,,,J1848-018
2CXO J184843.6-012852,282.1817398,-1.4813303,0.75,5.51,1e-15,3e-16,1.2e-15,4e-16,8e-15,3e-15,1.1e-14,3e-15,1.0,,18.404,0.005,19.66,0.08,17.0,0.02,,,,,,,,,,,,,0.8,0.2,7.579,1565.0,1140.0,2394.0,0.0,0.2,0.12,0.01,0.01,0.3,0.06,0.27,0.001,0.08,0.07,0.01,0.01,0.1,0.07,0.09,LMXB,0.3,0.1,0.302,,,,,J1848-018
2CXO J184841.1-013608,282.1713218,-1.602466,2.5,3.24,4e-16,3e-16,8e-16,4e-16,1.1e-15,1e-15,2e-15,1e-15,0.69,,16.255,0.003,17.81,0.01,14.994,0.008,12.77,0.03,11.91,0.02,11.57,0.03,11.4,0.2,12.0,0.2,7.76,,0.5,0.1,4.206,1911.0,1640.0,2308.0,0.0,0.01,0.2,0.01,0.05,0.003,0.001,0.8,0.0003,0.02,0.1,0.03,0.04,0.007,0.005,0.1,YSO,0.8,0.1,2.605,,,,,J1848-018
2CXO J184840.1-012450,282.1674155,-1.4139301,1.38,5.91,2.1e-15,5e-16,3e-15,7e-16,2e-15,2e-15,7e-15,2e-15,1.0,,18.414,0.004,20.02,0.06,17.2,0.009,15.42,0.08,14.73,0.08,14.21,,,,,,,,1.9,0.2,11.216,520.0,460.0,573.0,0.0,0.16,0.08,0.02,0.09,0.19,0.01,0.5,0.0,0.08,0.04,0.01,0.04,0.07,0.02,0.1,YSO,0.5,0.1,1.462,,,,,J1848-018
2CXO J184831.1-013633,282.1296794,-1.6092254,3.71,4.0,1e-15,8e-16,2e-16,2e-16,1.1e-14,3e-15,1.2e-14,3e-15,0.062,,19.976,0.007,21.3,0.2,18.79,0.05,,,,,,,11.19,0.02,11.51,0.02,,,0.1,0.6,1.189,3718.0,2297.0,5338.0,0.0,0.2,0.06,0.04,0.02,0.24,0.2,0.28,0.01,0.1,0.03,0.03,0.02,0.09,0.1,0.08,YSO,0.28,0.08,0.262,,,,,J1848-018
2CXO J184830.5-013338,282.1271896,-1.5608087,4.66,3.09,2e-16,2e-16,6e-16,3e-16,3e-15,2e-15,4e-15,2e-15,0.121,,15.248,0.003,17.021,0.008,13.999,0.004,11.63,0.03,10.71,0.05,10.34,0.04,,,10.207,0.003,,,0.37,0.03,1.946,2360.0,2203.0,2537.0,0.0,0.01,0.2,0.03,0.09,0.01,0.001,0.6,0.0,0.02,0.1,0.04,0.06,0.02,0.004,0.1,YSO,0.6,0.1,1.508,,,,,J1848-018
2CXO J184808.8-020528,282.0367543,-2.0911295,1.63,6.11,8e-18,6e-18,1e-14,3e-15,7e-14,1e-14,8e-14,1e-14,,,10.952,0.003,12.246,0.007,9.831,0.006,8.01,0.03,7.42,0.07,6.87,0.03,6.32,0.07,5.9,0.04,4.89,0.03,1.17,0.03,5.593,829.0,811.0,848.0,0.0,0.05,0.5,0.2,0.02,0.003,0.002,0.23,0.01,0.06,0.1,0.1,0.02,0.007,0.006,0.09,HM-STAR,0.5,0.1,1.303,conf,,,,J1848-018
2CXO J184818.7-015347,282.078258,-1.896484,2.56,3.06,8e-18,6e-18,8e-18,6e-18,8e-14,3e-14,8e-14,3e-14,,,,,,,,,16.3,0.1,14.27,0.04,13.42,0.04,13.229,0.008,,,,,,,,,,,0.03,0.06,0.03,0.4,0.1,0.02,0.02,0.29,0.03,0.03,0.03,0.1,0.05,0.02,0.03,0.1,HMXB,0.4,0.1,0.724,,,,,J1848-018
2CXO J184817.5-012955,282.073131,-1.498651,1.88,4.0,1.3e-15,1e-15,2e-16,2e-16,2.3e-14,5e-15,2.4e-14,5e-15,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.001,0.001,0.3,0.6,0.02,0.02,0.04,0.03,0.006,0.008,0.2,0.2,0.02,NS,0.6,0.2,0.652,,,,,J1848-018
2CXO J184808.4-015958,282.0350812,-1.9994613,1.4,3.26,8e-16,6e-16,3e-15,2e-15,1.4e-14,6e-15,1.9e-14,7e-15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.1,0.003,0.0,0.08,0.6,0.1,0.04,0.004,0.1,0.008,0.003,0.08,0.2,0.1,0.05,LMXB,0.6,0.2,1.334,,,,,J1848-018
2CXO J184805.8-015940,282.0242538,-1.994539,1.48,4.0,8e-18,6e-18,8e-18,6e-18,6e-14,2e-14,6e-14,2e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.0,0.01,0.08,0.001,0.4,0.2,0.06,0.1,0.003,0.02,0.04,0.004,0.2,0.1,0.05,LMXB,0.4,0.2,0.497,,,,,J1848-018
2CXO J184737.2-021849,281.9053354,-2.3137595,0.74,4.63,8e-18,6e-18,1e-15,1e-15,1.6e-13,4e-14,1.6e-13,4e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,0.07,0.0,0.0,0.3,0.5,0.03,0.1,0.02,0.08,0.01,0.0005,0.2,0.2,0.03,NS,0.5,0.2,0.353,,,,,J1848-018
2CXO J184752.8-015958,281.9700443,-1.9994489,0.89,12.42,1.2e-13,1e-14,6.9e-14,8e-15,9e-14,2e-14,2.9e-13,2e-14,0.473,0.464,11.807,0.003,12.567,0.006,10.953,0.006,9.72,0.02,9.12,0.02,8.89,0.02,8.78,0.03,8.82,0.03,8.33,,2.3,0.01,32.688,428.0,425.0,430.0,0.0,0.06,0.5,0.04,0.17,0.02,0.0,0.2,0.0,0.04,0.1,0.03,0.08,0.02,0.002,0.09,HM-STAR,0.5,0.1,1.405,,,,,J1848-018
2CXO J184738.1-021032,281.9090784,-2.1757854,3.34,3.68,2e-15,1e-15,6e-15,3e-15,8e-18,6e-18,8e-15,4e-15,,,17.211,0.009,20.1,0.1,15.7,0.02,12.24,0.02,11.0,0.02,10.21,0.02,9.37,0.03,8.96,0.02,7.9,0.2,0.3,0.1,3.549,3592.0,2585.0,4977.0,0.0,0.01,0.08,0.004,0.04,0.0,0.0,0.86,0.0,0.01,0.05,0.007,0.03,0.002,0.001,0.06,YSO,0.86,0.06,7.215,conf,,,,J1848-018
2CXO J184736.6-015633,281.9027113,-1.9425955,0.72,9.49,8e-18,6e-18,8e-15,6e-15,1.9e-12,2e-13,1.9e-12,2e-13,,,,,,,,,14.85,0.07,11.01,0.06,8.66,0.04,,,,,,,,,,,,,0.04,0.13,0.07,0.22,0.04,0.005,0.01,0.49,0.05,0.05,0.05,0.07,0.03,0.008,0.01,0.09,YSO,0.49,0.09,1.668,,,,,J1848-018
2CXO J184302.5-031119,280.7605835,-3.1887769,1.35,3.11,8e-18,6e-18,8e-18,6e-18,4e-14,1e-14,4e-14,1e-14,,,,,,,,,,,,,,,13.082,0.006,,,,,,,,,,,0.3,0.002,0.01,0.04,0.001,0.4,0.2,0.09,0.2,0.005,0.02,0.03,0.003,0.2,0.2,0.06,LMXB,0.4,0.2,0.305,,,,,J1843-033
2CXO J184305.3-030954,280.7721386,-3.1651391,1.57,4.59,5e-15,2e-15,7e-15,2e-15,2.5e-14,9e-15,3.7e-14,1e-14,0.134,,16.698,0.004,18.08,0.02,15.541,0.009,13.49,0.05,11.47,,10.98,,10.28,0.07,10.22,0.05,5.99,0.02,1.54,0.06,6.526,638.0,614.0,660.0,0.01,0.27,0.09,0.03,0.05,0.12,0.07,0.35,0.01,0.08,0.05,0.02,0.03,0.05,0.06,0.07,YSO,0.35,0.07,0.547,,,,,J1843-033
2CXO J184253.6-031648,280.7235599,-3.2801516,1.88,3.59,3e-14,2e-14,5e-15,2e-15,1.1e-14,6e-15,5e-14,2e-14,0.958,,13.089,0.003,14.482,0.003,11.859,0.004,9.71,0.03,8.66,0.03,8.25,0.02,7.71,0.02,7.78,0.02,7.5,0.07,0.45,0.03,1.419,2021.0,1913.0,2121.0,0.0,0.01,0.3,0.01,0.05,0.001,0.0,0.7,0.0,0.02,0.1,0.02,0.04,0.003,0.001,0.1,YSO,0.7,0.1,1.851,,,,,J1843-033
2CXO J184258.3-031940,280.7430567,-3.3278238,1.01,8.89,8e-18,6e-18,5e-15,2e-15,2.7e-13,3e-14,2.8e-13,3e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.01,0.04,0.003,0.0,0.2,0.3,0.02,0.3,0.02,0.05,0.007,0.0,0.1,0.2,0.02,AGN,0.4,0.3,0.123,,,,,J1843-033
2CXO J184255.8-032706,280.7328245,-3.4518011,1.7,4.32,9e-15,4e-15,1e-14,3e-15,8e-15,6e-15,2.7e-14,7e-15,0.148,,14.802,0.004,15.68,0.01,13.881,0.008,12.55,0.03,11.83,0.02,11.69,0.03,11.445,0.002,11.31,0.003,,,2.32,0.03,12.061,423.0,419.0,427.0,0.0,0.1,0.07,0.07,0.2,0.03,0.001,0.5,0.0005,0.1,0.05,0.07,0.1,0.03,0.004,0.1,YSO,0.5,0.1,1.14,,,,,J1843-033
2CXO J184253.4-032948,280.7227278,-3.4966925,1.93,4.72,8e-18,6e-18,6e-15,2e-15,4e-14,1e-14,5e-14,1e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,0.1,0.0,0.0,0.2,0.6,0.03,0.1,0.02,0.1,0.002,0.002,0.2,0.2,0.03,NS,0.6,0.2,1.011,,,,,J1843-033
2CXO J184312.4-031801,280.8019999,-3.3003316,0.93,3.37,8e-18,6e-18,8e-18,6e-18,4e-14,1e-14,4e-14,1e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.01,0.02,0.0,0.5,0.3,0.06,0.1,0.002,0.02,0.02,0.003,0.2,0.2,0.05,LMXB,0.5,0.2,0.492,,,,,J1843-033
2CXO J184248.0-033436,280.700065,-3.5766911,3.22,3.03,8e-18,6e-18,8e-18,6e-18,5e-14,2e-14,5e-14,2e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.01,0.03,0.0,0.4,0.3,0.06,0.1,0.002,0.02,0.02,0.002,0.2,0.2,0.05,LMXB,0.4,0.2,0.485,,,,,J1843-033
2CXO J184422.5-040040,281.0937872,-4.0113515,2.28,4.97,1e-16,1e-16,3e-16,3e-16,1.4e-14,3e-15,1.4e-14,3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.1,0.001,0.0,0.3,0.5,0.04,0.03,0.01,0.1,0.006,0.0005,0.3,0.3,0.04,NS,0.5,0.3,0.34,,,,,J1843-033
2CXO J184423.7-040005,281.0987997,-4.0016199,2.53,3.84,2e-16,1e-16,8e-16,3e-16,1.1e-15,6e-16,2.1e-15,7e-16,,,14.755,0.003,16.063,0.005,13.622,0.004,11.8,0.02,11.33,0.03,11.06,0.03,10.73,0.04,10.77,0.06,8.83,,0.59,0.05,2.802,1576.0,1484.0,1710.0,0.0,0.02,0.5,0.06,0.2,0.0,0.001,0.18,0.0003,0.02,0.1,0.06,0.1,0.01,0.005,0.08,HM-STAR,0.5,0.1,0.957,conf,,,,J1843-033
